Tanggal,Bulan_File,Deskripsi,Debit,Kredit,Saldo_Berjalan_Terkoreksi,Kode_Akun_Lawan_Saran,Nama_Akun_Lawan_Saran,Confidence,Catatan
2026-05-17,Mei,"Uang jalan supir ke cilincing B 9593 KIU, B 9549 CYU, B 9939 FYZ",,3900000,4119800,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-05-17,Mei,"Tambahan uang jalan Rendy, Aril, Asep untuk balik cilegon @ 150.000",,450000,3669800,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-05-17,Mei,Tarik dari ATM,5800000,,9469800,1112,Bank BCA Operasional,Tinggi,
2026-05-17,Mei,penggantian uang tol,,82000,9387800,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-05-17,Mei,penggantian uang tol,,83000,9304800,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-05-18,Mei,"Uang jalan untuk ngepok 2 unit B 9593 KIU, B 9550 CYU",,360000,8944800,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-05-18,Mei,Tarik dari ATM,2000000,,10944800,1112,Bank BCA Operasional,Tinggi,
2026-05-19,Mei,Penggantian uang tol Aril B 9549 CYU SJ BUL0526-000013,,114000,10830800,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-05-19,Mei,Penggantian uang tol Sukma B 9593 KIU SJ BUL0526-000012,,131000,10699800,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-05-19,Mei,Tarik dari ATM,6500000,,17199800,1112,Bank BCA Operasional,Tinggi,
2026-05-20,Mei,Penggantian uang tol dan pengisian BBM B 9140 SAL,,385000,16814800,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-05-21,Mei,"uang jalan ke cilegon dan uang makan (350+50) 3 Driver B 9593 KIU, B 9939 FYZ, B 9549 CYU",,1200000,15614800,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-05-21,Mei,Uang jalan ke cilegon 350 dan uang makan 50 untuk supir Yatno B 9592 KIU,,400000,15214800,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-05-21,Mei,Penggantian uang tol,,131000,15083800,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-05-21,Mei,Penggantian uang tol Aril B 9549 CYU ,,131000,14952800,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-05-21,Mei,Uang jalan ke bengkel Jatake untuk perbaikan B 9550 CYU,,250000,14702800,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-05-22,Mei,Tarik dari ATM,2500000,,17202800,1112,Bank BCA Operasional,Tinggi,
2026-05-23,Mei,Tarik dari ATM,5000000,,22202800,1112,Bank BCA Operasional,Tinggi,
2026-05-24,Mei,"Uang jalan ngerok tongkang 3 Unit B 9593 KIU, B 9549 CYU, B 9939 FYZ",,300000,21902800,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-05-25,Mei,Penggantian BBM Arie untuk cek Unit Cikupa dan HINO Jatake,,250000,21652800,5110,BBM Armada,Tinggi,
2026-05-26,Mei,"pembelian makan minum, kopi saat storing B 9939 FYZ",,100000,21552800,5210,Servis & Perbaikan Berkala,Sedang,Konsumsi terkait pekerjaan servis
2026-05-26,Mei,"jasa ganti, dan pembelian Per 7&6, jasa ganti dan storing B 9939 FYZ",,1300000,20252800,5210,Servis & Perbaikan Berkala,Tinggi,
2026-05-26,Mei,Jasa service dan ganti sparepart B 9550 CYU,,2941056,17311744,5220,Sparepart Armada,Tinggi,
2026-05-27,Mei,Uang makan Asep B 9439 FYZ,,50000,17261744,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-05-28,Mei,"uang makan 3 driver sukma, reza, rendy dari cilegon",,150000,17111744,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-05-28,Mei,uang makan mobil bull tengah tm,,108000,17003744,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-05-29,Mei,Kirim dokumen,,10000,16993744,6140,ATK & Cetakan Surat Jalan,Sedang,
2026-05-30,Mei,Penggantian uang tol Aril B 9549 CYU,,114000,16879744,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-05-30,Mei,Tarik dari ATM,4000000,,20879744,1112,Bank BCA Operasional,Tinggi,
2026-06-01,Juni,Tarik ATM,4000000,,24879744,1112,Bank BCA Operasional,Tinggi,
2026-06-01,Juni,"Uang jalan ke cilincing B 9593 KIU sukma, B 9939 FYZ Rendy",,2600000,22279744,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-06-01,Juni,Uang Tambahan untuk Koordinasi ke Teluk Naga,,400000,21879744,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-06-02,Juni,matrai + print,,75000,21804744,6220,Biaya Transfer & Materai,Sedang,Baris gabungan materai + ATK/print - dominan materai
2026-06-02,Juni,Ban Dalam + Angin,,210000,21594744,5230,Ban & Vulkanisir,Tinggi,
2026-06-03,Juni,"Uang jalan ke marunda cilincing B 9549 CYU, B 9550 CYU",,2600000,18994744,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-06-03,Juni,Penggantian uang tol B 9593 KIU Sukma ke cibitung antar pasir SJ 09660,,78000,18916744,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-03,Juni,Penggantian uang tol B 9593 KIU Sukma ke cibitung antar pasir SJ 09634,,78000,18838744,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-03,Juni,Penggantian uang tol B 9939 FYZ Randy ke cibitung antar pasir SJ 09635,,78000,18760744,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-03,Juni,Penggantian uang tol B 9939 FYZ Randy ke cibitung antar pasir SJ 09661,,78000,18682744,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-03,Juni,Tarik ATM,4000000,,22682744,1112,Bank BCA Operasional,Tinggi,
2026-06-04,Juni,Penggantian uang tol B 9593 KIU Sukma ke cibitung antar pasir SJ 09724,,78000,22604744,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-04,Juni,Penggantian uang tol B 9593 KIU Sukma ke cibitung antar pasir SJ 09704,,78000,22526744,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-04,Juni,Penggantian uang tol B 9939 FYZ Randy ke cibitung antar pasir SJ 09703,,78000,22448744,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-04,Juni,Penggantian uang tol B Ke Cibitung CMU SJ 09725,,64000,22384744,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-04,Juni,Pembelian BBM B 9140 SAL,,200000,22184744,5110,BBM Armada,Tinggi,
2026-06-04,Juni,Tarik ATM,5000000,,27184744,1112,Bank BCA Operasional,Tinggi,
2026-06-05,Juni,Penggantian uang tol B 9939 FYZ Randy ke cibitung antar pasir SJ 09760,,64000,27120744,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-05,Juni,Penggantian uang tol B 9593 KIU Sukma ke cibitung antar pasir SJ 09761,,78000,27042744,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-06,Juni,Pembayaran jasa service dan cek mobil Reza B 9550 CYU Di cilegon,,500000,26542744,5210,Servis & Perbaikan Berkala,Tinggi,
2026-06-07,Juni,Penggantian uang tol B 9593 KIU Sukma ke cibitung SJ 00649,,108000,26434744,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-07,Juni,Penggantian uang tol B 9939 FYZ Randy ke cibitung SJ 00648,,97000,26337744,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-08,Juni,Penggantian uang tol B 9549 CYU Aril,,83000,26254744,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-08,Juni,Penggantian uang tol Reza B 9550 CYU ,,131000,26123744,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-08,Juni,Penggantian uang tol B 9939 FYZ Randy ke cibitung SJ 00731,,97000,26026744,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-08,Juni,Penggantian uang tol B 9593 KIU Sukma ke cibitung SJ 00686,,97000,25929744,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-08,Juni,Penggantian uang tol B 9550 CYU Reza ke cibitung SJ 00732,,97000,25832744,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-08,Juni,Penggantian uang tol B 9593 KIU Sukma ke cibitung SJ 00733,,97000,25735744,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-08,Juni,Penggantian uang tol,,131000,25604744,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-08,Juni,Tarik ATM,2500000,,28104744,1112,Bank BCA Operasional,Tinggi,
2026-06-09,Juni,Tarik ATM,10000000,,38104744,1112,Bank BCA Operasional,Tinggi,
2026-06-09,Juni,Pembelian BBM B 9140 SAL,,310000,37794744,5110,BBM Armada,Tinggi,
2026-06-10,Juni,"Uang jalan ke Jasinga bogor B 9550 CYU, B 9592 KIU",,2800000,34994744,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-06-10,Juni,"Uang jalan ke BSD 3 mobil B 9593 KIU, B 9939 FYZ, B 9549 CYU",,3300000,31694744,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-06-10,Juni,"Uang jalan ngepok B 9550 CYU, B 9549 CYU",,360000,31334744,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-06-10,Juni,"Uang jalan ke BSD B 9550 CYU, B 9549 CYU",,2200000,29134744,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-06-10,Juni,Uang jalan ke matraman 1 mobil B 9550 CYU Reza,,1350000,27784744,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-06-11,Juni,"Uang jalan ke BYD Subang B 9939 FYZ, B 9593 KIU, B 9592 KIU, B 9550 CYU",,8000000,19784744,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-06-11,Juni,"Cover Dingdong Lohan, Dus Bohlam, dan Air Aki",,258000,19526744,5220,Sparepart Armada,Sedang,
2026-06-12,Juni,Tarik ATM,2500000,,22026744,1112,Bank BCA Operasional,Tinggi,
2026-06-14,Juni,Tol Ari,,91500,21935244,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-14,Juni,Jasa Service 2 Mobil & Cek +stel rem 3 mobil,,1200000,20735244,5210,Servis & Perbaikan Berkala,Tinggi,
2026-06-14,Juni,Penggantian uang tol B 9939 FYZ Asep ke cibitung SJ 010066,,58800,20676444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-14,Juni,Konsumsi saat service dari pagi - sore + Supir,,150000,20526444,5210,Servis & Perbaikan Berkala,Sedang,
2026-06-14,Juni,"Konsumsi saat Storing untuk 2 supir, Arie + Mekanik",,150000,20376444,5210,Servis & Perbaikan Berkala,Sedang,
2026-06-14,Juni,Pembayaran Jasa dan Sparepart Storing Malam Hari B 9939 FYZ,,1500000,18876444,5220,Sparepart Armada,Tinggi,
2026-06-14,Juni,Pembelian Oli,,2624000,16252444,5120,Oli & Pelumas Armada,Tinggi,
2026-06-14,Juni,Pembayaran Jasa Service dan Cek Mobil B 9550 CYU di Cilegon,,500000,15752444,5210,Servis & Perbaikan Berkala,Tinggi,Tanggal tidak tercantum di sumber (baris 59) - diasumsikan 2026-06-14 berdasarkan posisi baris berdekatan - PERLU VERIFIKASI tanggal aktual
2026-06-15,Juni,Penggantian uang tol ke cikampek Rendi B 9593 KIU Antar pasir SJ BUL0626-00003,,131000,15621444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-15,Juni,Penggantian uang tol ke cibitung CMU B 9939 FYZ Asep SJ,,78000,15543444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-15,Juni,Penggantian uang tol Asep B 9939 FYZ Ke jatiasih SJ 010170,,50000,15493444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-15,Juni,Penggantian uang tol ke cikampek Rendi B 9593 KIU Antar pasir SJ BUL0626-00004,,131000,15362444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-15,Juni,Penggantian uang tol ke cikampek Asep B 9939 FYZ Antar pasir SJ BUL0626-00005,,131000,15231444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-15,Juni,Penggantian uang tol ke cibitung Rendi B 9593 KIU Antar pasir SJ 010200,,78000,15153444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-16,Juni,Ban dalam,,180000,14973444,5230,Ban & Vulkanisir,Tinggi,
2026-06-16,Juni,Penggantian uang tol ke cibitung Asep B 9939 FYZ Antar pasir SJ 010233,,78000,14895444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-16,Juni,Penggantian uang tol ke cibitung Rendi B 9593 KIU Antar pasir SJ 010234,,78000,14817444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-16,Juni,Tarik ATM,5000000,,19817444,1112,Bank BCA Operasional,Tinggi,
2026-06-17,Juni,Penggantian uang tol ke cikampek Rendi B 9593 KIU Antar pasir SJ BUL0626-00006,,131000,19686444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-18,Juni,Penggantian uang tol dan pembelian BBM B 9140 SAL,,382000,19304444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-18,Juni,Penggantian uang tol ke cibitung Rendi B 9593 KIU Antar pasir SJ 010320,,64000,19240444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-18,Juni,Fotokopi + matrai + ATK,,47300,19193144,6220,Biaya Transfer & Materai,Sedang,Baris gabungan materai + ATK/print - dominan materai
2026-06-18,Juni,Penggantian uang tol Asep ke cikampek B 9939 FYZ Antar pasir SJ BUL0626-000007,,131000,19062144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-18,Juni,Penggantian uang tol Asep ke cibitungB 9939 FYZ Antar pasir SJ 010321,,78000,18984144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-18,Juni,Tarik ATM,2500000,,21484144,1112,Bank BCA Operasional,Tinggi,
2026-06-19,Juni,Ban Dalam + Angin,,270000,21214144,5230,Ban & Vulkanisir,Tinggi,
2026-06-19,Juni,Penggantian uang tol ke cikampek Anton B 9593 KIU Antar pasir SJ BUL0626-00001,,131000,21083144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-19,Juni,Penggantian uang tol ke cikampek Asep B 9939 FYZ antar pasir SJ BUL0626-00002,,131000,20952144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-20,Juni,Tol Ari,,91000,20861144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-21,Juni,Penggantian uang tol ke cikampek Asep  B 9939 FYZ  Acon,,131000,20730144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-21,Juni,Penggantian uang tol ke cikampek Randi B 9593 Ke Acon ,,131000,20599144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-21,Juni,Uang tambahan diluar uang jalan 2 mobil B 9939 FYZ B 9593 KIU SJ 010429,,160000,20439144,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-06-22,Juni,Penggantian uang tol antar pasir ke cibitung B 9592 KIU Andri SJ 010437,,78000,20361144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-22,Juni,Penggantian uang tol ke cikampek Asep  B 9939 FYZ  Acon,,131000,20230144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-22,Juni,Penggantian uang tol B 9593 KIU Randi ke cibitung SJ 010444,,78000,20152144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-22,Juni,Penggantian uang tol B 9939 FYZ Asep ke cibitung SJ 010445,,78000,20074144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-23,Juni,Penggantian uang tol B 9592 KIU Randi ke Jatiasih SJ 010502,,50000,20024144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-23,Juni,Materai 10.000,,58500,19965644,6220,Biaya Transfer & Materai,Tinggi,
2026-06-24,Juni,Penggantian uang tol B 9593 KIU Sukma ke cibitung SJ 010590,,78000,19887644,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-24,Juni,Penggantian uang tol B 9593 KIU Sukma ke cibitung SJ 010570,,78000,19809644,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-24,Juni,Penggantian uang tol B 9939 FYZ Sukma ke cibitung SJ 010569,,78000,19731644,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-24,Juni,Penggantian uang tol Ari + isi BBM B 9140 SAL,,390500,19341144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-24,Juni,Penggantian uang tol B 9939 FYZ  Asep ke cibitung SJ 010591,,53000,19288144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-24,Juni,Penggantian uang tol B 9592 KIU Andri ke cibitung SJ 010593,,78000,19210144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-24,Juni,Penggantian uang tol B 9592 KIU Anton ke cibitung SJ 010568,,64000,19146144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-24,Juni,Tarik ATM,5000000,,24146144,1112,Bank BCA Operasional,Tinggi,
2026-06-24,Juni,"Beli 6 Ban Dalam, 2 Ban Perut",,2400000,21746144,5230,Ban & Vulkanisir,Tinggi,
2026-06-24,Juni,Uang Jalan 2 mobil ke Dadap (PIK 2),,2400000,19346144,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-06-25,Juni,Penggantian uang tol B 9593 KIU Sukma ke cibitung SJ 002104,,97000,19249144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-25,Juni,Tarik ATM,5000000,,24249144,1112,Bank BCA Operasional,Tinggi,
2026-06-25,Juni,Penggantian uang tol B 9592 KIU Andri ke CMU Cibitung SJ 010637,,78000,24171144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-25,Juni,Penggantian uang tol B 9593 KIU Sukma ke cibitung SJ 010614,,78000,24093144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-25,Juni,Penggantian uang tol B 9593 KIU Sukma ke cibitung SJ 010635,,64000,24029144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-25,Juni,Penggantian uang tol B 9939 FYZ  Asep ke cibitung SJ 010636,,78000,23951144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-25,Juni,Penggantian uang tol B 9939 FYZ  Asep ke cibitung SJ 010615,,78000,23873144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-25,Juni,Penggantian uang tol B 9592 KIU Andri ke cibitung SJ 010617,,78000,23795144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-26,Juni,"Uang ganti tol 2 Acon cikampek SJ yang hilang B 9592 KIU, B 9593 KIU",,172000,23623144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-26,Juni,Penggantian uang tol B 9592 KIU Andri ke cibitung SJ 010657,,78000,23545144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-26,Juni,Penggantian uang tol B 9593 KIU Sukma ke cibitung SJ 010662,,53000,23492144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-26,Juni,"Beli 2 Ban Dalam, 2 Ban Perut",,1000000,22492144,5230,Ban & Vulkanisir,Tinggi,
2026-06-27,Juni,Penggantian uang tol B 9593 KIU Sukma ke cibitung SJ 010701,,78000,22414144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-27,Juni,Penggantian uang tol B 9549 CYU Aril ke cibitung antar pasir SJ 010702,,78000,22336144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-27,Juni,Penggantian uang tol B 9939 FYZ Randy ke cibitung SJ 010700,,78000,22258144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-28,Juni,Penggantian uang tol B 9593 KIU Sukma ke cibitung SJ 010706,,78000,22180144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-28,Juni,Penggantian uang tol B 9593 KIU Sukma ke cibitung SJ 010648,,78000,22102144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-28,Juni,Penggantian uang tol B 9939 FYZ Randy ke cibitung SJ 010707,,78000,22024144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-28,Juni,Penggantian uang tol B 9549 CYU Aril ke cibitung antar pasir SJ 010705,,78000,21946144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-28,Juni,Penggantian uang tol B 9593 KIU Sukma ke cibitung SJ 002145,,97000,21849144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-28,Juni,Penggantian uang tol B 9592 KIU Andri ke cibitung SJ 002148,,97000,21752144,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-28,Juni,Penggantian uang tol B 9592 KIU Andri ke cibitung SJ 002108,,73500,21678644,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-28,Juni,Penggantian uang tol B 9939 FYZ Randy ke cibitung SJ 002105,,72000,21606644,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-28,Juni,Penggantian uang tol B 9549 CYU Aril SJ 002103,,97000,21509644,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-28,Juni,"Beli 2 Ban Dalam, 2 Ban Perut",,1000000,20509644,5230,Ban & Vulkanisir,Tinggi,
2026-06-29,Juni,Penggantian uang tol Ari + isi BBM B 9140 SAL,,253000,20256644,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-29,Juni,Penggantian uang tol B 9939 FYZ Randy ke cibitung SJ 002197,,97000,20159644,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-29,Juni,Penggantian uang tol B 9549 CYU Aril SJ 002266,,97000,20062644,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-29,Juni,Penggantian uang tol B 9549 CYU Aril SJ 002193,,97000,19965644,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-29,Juni,Penggantian uang tol B 9939 FYZ Randy ke cibitung SJ 010721,,78000,19887644,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-29,Juni,Penggantian uang tol B 9593 KIU Sukma ke cibitung SJ 010720,,78000,19809644,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-29,Juni,Penggantian uang tol B 9549 CYU Aril SJ 002159,,97000,19712644,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-29,Juni,Penggantian uang tol B 9593 KIU Sukma SJ 002196,,97000,19615644,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-30,Juni,Penggantian uang tol + BBM B 9140 SAL,,255000,19360644,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-06-30,Juni (penyesuaian),Transaksi tambahan ditemukan setelah meeting di PIK 2 (belum terinci per transaksi),,13351600,6009044,6360,Beban Lain-lain Operasional,"Sedang (dikonfirmasi user, rincian per-transaksi tidak tersedia)",Sumber: catatan self-flagged file 'Gabungan Transaksi Kas Jan-Jun 2026 (Update).xlsx' baris 497 ('Transaksi yang baru tercatat setelah meeting di PIK 2': Rp13.351.600). Dikonfirmasi user sbg item yang 'sudah ketemu' - dicatat sbg beban operasional lump-sum krn rincian per transaksi tidak tersedia.
2026-07-02,Juli,"Kas Kecil - keterangan tidak tercantum di sumber (Hutang Pemegang Saham, dikonfirmasi user)",2800000,,8809044,2153,Hutang Pemegang Saham,Tinggi (dikonfirmasi user),"Keterangan tidak tercantum di sumber - PERLU VERIFIKASI deskripsi transaksi | Dikonfirmasi user (kondisional): sudah dicek silang ke mutasi BCA (rek. 5599 & 7800) sekitar 2 Juli 2026, TIDAK ditemukan transaksi senilai Rp2.800.000 - sesuai instruksi user, diklasifikasikan sbg Hutang Pemegang Saham."
2026-07-02,Juli,Penggantian uang tol Andry B 9592 KIU,,300000,8509044,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-02,Juli,Uang makan Reaza 2 hari ( tanggal 1-2),,100000,8409044,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-07-03,Juli,BBM Ari,,200000,8209044,5110,BBM Armada,Tinggi,
2026-07-03,Juli,Tolll Ari,,96000,8113044,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-03,Juli,Uang tol Aril B 9549 CYU,,125000,7988044,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-03,Juli,Penggantian uang tol B 9593 KIU Sukma,,300000,7688044,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-03,Juli,Penggantian uang tol B 9939 FYZ Rndy @CMU 3X50,,150000,7538044,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-03,Juli,Materai,,47600,7490444,6220,Biaya Transfer & Materai,Tinggi,
2026-07-04,Juli,Uang dorong / UJ Ke cilegon Reza B 9550 CYU,,250000,7240444,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-07-04,Juli,Penggantian tambahans olar buat Reza B 9550 CYU,,100000,7140444,5150,"Uang Jalan, Makan & Penginapan Sopir",Tinggi (dikonfirmasi user),Deskripsi tidak cocok dengan pola akun manapun - PERLU VERIFIKASI manual | Dikonfirmasi user: perlakukan sama seperti uang makan karyawan.
2026-07-04,Juli,Uang dorong / UJ Ke cilegon Andry B 9542 KIU,,400000,6740444,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-07-04,Juli,Uang jalan ngepok B 9550 CYU Reza,,80000,6660444,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-07-04,Juli,Uang jalan ngepok B 9592 KIU Andry,,80000,6580444,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-07-05,Juli,"Uang jalan ngepok 4 rit * 80.000, B 9592 KIU Andry",,320000,6260444,5150,Uang Jalan Makan & Penginapan Sopir,Tinggi,
2026-07-07,Juli,ongkir dokumen ke pik,,10000,6250444,6140,ATK & Cetakan Surat Jalan,Sedang,
2026-07-09,Juli,Tol Storing B 9140 SAL  B 9939 FYZ B 9593 KIU,,61000,6189444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-11,Juli,saldo masuk,2500000,,8689444,1112,Bank BCA Operasional,Sedang,Deskripsi generik untuk dana masuk - diasumsikan top-up dari bank operasional
2026-07-11,Juli,Penggantian uang tol Randi B 9593 KIU,,172000,8517444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-11,Juli,Penggantian uang tol Asep B 9939 FYZ,,172000,8345444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-11,Juli,Penggantian uang tol Yusuf / Aril B 9549 CYU,,210000,8135444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-12,Juli,Pembelian BBM B 9140 SAL,,202000,7933444,5110,BBM Armada,Tinggi,
2026-07-12,Juli,Tol storing ke cilegon sekali jalan pergi,,103500,7829944,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-13,Juli,Tol storing ke cilegon sekali jalan pulang,,103500,7726444,5160,Tol Parkir & Retribusi Jalan,Tinggi,
2026-07-13,Juli,BBM B 9140 SAL,,150000,7576444,5110,BBM Armada,Tinggi,
2026-07-13,Juli,Biaya storing ke cilegon untuk mekanik pengerjaan B 9550 CYU,,800000,6776444,5210,Servis & Perbaikan Berkala,Sedang,
2026-07-13,Juli,Pembelian makan minum untuk storing B 9550 cyu,,200000,6576444,5210,Servis & Perbaikan Berkala,Sedang,Konsumsi terkait pekerjaan servis
2026-07-15,Juli,ongkir dokumen ke pak memen,,10000,6566444,6140,ATK & Cetakan Surat Jalan,Sedang,
